Order Number,Line Item,ProductKey,Quantity
1634040,2,273,2
1634040,3,780,2
1634041,1,1150,3
1634041,2,438,7
1634043,1,1579,8
1634043,2,1653,6
1634044,1,1595,1
1634044,2,816,1
1634044,3,2515,1
1634044,4,1568,3
1634045,1,1567,4
1634046,1,518,4
1634047,1,1710,1
1634047,2,44,1
1634048,1,1752,1
1634048,2,22,1
1635000,1,79,2
1635001,1,1302,7
1635001,2,1278,10
1635002,1,54,4
1635003,1,97,2
1636000,1,1659,2
1636001,1,1494,1
1636001,2,1103,1
1636001,3,1620,7
1636001,4,108,2
1636002,1,1469,1
1636002,2,683,1
1636003,1,1705,7
1636003,2,381,2
1636004,1,375,1
1636004,2,1179,2
1636005,1,55,1
1636006,1,1364,5
1636006,2,1426,1
1636007,1,760,1
1636007,2,474,3
1636007,3,1754,3
1636008,1,122,6
1636008,2,60,4
1636009,1,1101,3
1636009,2,1607,6
1636010,1,428,7
1636011,1,1482,4
1636011,2,2011,1
1636011,3,432,2
1636011,4,102,7
1636013,1,1661,1
1636014,1,1657,1
1636014,2,455,6
1636015,1,1843,1
1636015,2,108,2
1636015,3,1572,4
1636015,4,1056,3
1636016,1,65,2
1636017,1,440,7
1636017,2,156,2
1636018,1,1646,9
1636018,2,1685,2
1636020,1,1691,3
1637000,1,945,3
1637000,2,1733,4
1637000,3,74,2
1637000,4,1584,1
1637001,1,1531,2
1637001,2,459,4
1637001,3,1578,3
1637002,1,1573,4
1637002,2,1101,2
1637003,1,1342,2
1637003,2,423,1
1637003,3,1950,1
1637003,4,1668,1
1637004,1,719,3
1637004,2,1605,1
1637005,1,1623,1
1637005,2,430,2
1637005,3,1425,1
1637005,4,1123,1
1637006,1,52,1
1637007,1,1412,3
1637008,1,419,3
1637009,1,946,10
1637009,2,869,3
1637009,3,1515,2
1637009,4,1264,2
1637009,5,1042,7
1637010,1,112,4
1637011,1,448,3
1637011,2,500,5
1637012,1,433,2
1637014,1,449,2
1637014,2,1481,6
1637014,3,544,2
1637014,4,510,1
1637015,1,144,7
1637015,2,455,3
1637016,1,2088,4
1637016,2,456,1
1637017,1,1415,2
1637018,1,423,1
1637018,2,1883,1
1637019,1,1668,7
1637019,2,1576,2
1637019,3,1221,3
1637020,1,2516,4
1637021,1,1711,4
1637021,2,1579,5
1637021,3,1663,2
1637022,1,1751,8
1637022,2,1365,2
1637022,3,1665,1
1637023,1,1682,7
1637024,1,2513,3
1637025,1,1466,2
1637025,2,447,1
1637025,3,1428,1
1637025,4,189,4
1638000,1,2509,1
1638000,2,975,2
1638001,1,1660,4
1638001,2,1985,1
1638001,3,429,1
1638002,1,2011,3
1638002,2,701,6
1638002,3,1700,10
1638002,4,1525,3
1638002,5,1041,2
1638002,6,56,1
1638003,1,965,9
1638004,1,583,3
1638004,2,1423,1
1638005,1,494,6
1638005,2,1669,3
1638006,1,1639,4
1638006,2,421,2
1638006,3,2493,3
1638007,1,612,1
1638008,1,22,4
1638009,1,1652,5
1638009,2,1596,1
1638009,3,2484,4
1638010,1,1465,2
1638010,2,440,2
1638010,3,1614,5
1638010,4,730,2
1638011,1,1366,1
1638012,1,1195,2
1638012,2,1793,1
1638012,3,1533,1
1638013,1,1609,2
1638014,1,341,5
1638014,2,1700,1
1638014,3,2508,3
1638015,1,344,1
1638016,1,1628,2
1638016,2,2357,4
1638017,1,1430,2
1638017,2,1611,3
1638017,3,1349,3
1638018,1,1575,2
1638018,2,1653,2
1638018,3,1577,1
1638019,1,63,5
1638019,2,1062,3
1638019,3,359,5
1638020,1,49,1
1638021,1,1757,6
1638021,2,180,3
1638022,1,148,2
1638022,2,1520,4
1638022,3,1616,1
1638023,1,1704,1
1638023,2,2093,3
1638025,1,40,1
1638026,1,1664,4
1638026,2,2114,6
1638026,3,1255,2
1638026,4,565,5
1638026,5,1484,1
1638026,6,1183,1
1638026,7,2459,4
1638027,1,41,1
1638028,1,1506,1
1638028,2,581,1
1638028,3,440,1
1638029,1,449,1
1638029,2,451,2
1638029,3,1715,4
1638031,1,1669,6
1638031,2,1672,1
1638031,3,446,2
1638032,1,1588,7
1638032,2,100,3
1638032,3,78,1
1638032,4,419,2
1638032,5,493,7
1638032,6,1049,1
1638033,1,1615,1
1638033,2,459,2
1638033,3,2030,3
1638033,4,1518,3
1638034,1,1673,1
1638035,1,1001,1
1639002,1,104,2
1639002,2,1388,3
1639003,1,1616,3
1639003,2,390,1
1639003,3,1681,3
1639005,1,1760,1
1639005,2,1427,1
1639006,1,603,3
1639007,1,105,2
1639007,2,1661,2
1639008,1,1300,2
1639008,2,1665,1
1639008,3,2491,1
1639008,4,1697,2
1639009,1,917,5
1639009,2,439,1
1639009,3,1206,1
1639009,4,2509,1
1639010,1,1064,5
1639011,1,1623,7
1639011,2,1163,1
1639011,3,1009,1
1639011,4,1598,3
1639012,1,66,1
1639013,1,1648,3
1639013,2,1813,3
1639014,1,439,3
1639014,2,1592,1
1639015,1,1714,7
1639015,2,1199,2
1639015,3,65,3
1639015,4,1680,3
1639015,5,1336,2
1639015,6,418,8
1639015,7,1726,4
1639016,1,56,1
1639016,2,73,1
1639016,3,1148,2
1639016,4,987,3
1639017,1,1692,1
1639018,1,456,5
1639018,2,89,3
1639018,3,459,1
1639018,4,1822,3
1639019,1,1494,3
1639019,2,1666,1
1639021,1,1818,2
1639022,1,497,1
1639023,1,487,2
1639023,2,325,4
1639023,4,2140,2
1639024,1,1967,1
1639024,2,946,1
1639024,3,1586,2
1639025,1,429,2
1639026,1,1563,7
1639026,2,985,2
1639026,3,1421,2
1639026,4,1410,1
1639028,1,1383,2
1639028,2,2497,8
1639029,1,1505,1
1639030,1,1454,1
1639031,1,417,4
1639032,1,403,1
1639032,2,118,1
1639033,1,1265,2
1639033,2,452,2
1639033,3,1595,3
1639035,1,1003,8
1639036,1,399,3
1639037,1,1439,4
1639037,2,470,2
1639038,1,201,7
1639039,1,426,2
1639039,2,434,2
1639040,1,432,2
1639041,1,2106,2
1640000,1,1315,2
1640001,1,1638,2
1640002,1,1323,7
1640002,2,47,3
1640002,3,2502,1
1640002,4,49,8
1640002,5,617,3
1640002,6,1811,2
1640004,1,32,1
1640005,1,1677,8
1640006,1,1693,1
1640006,2,1454,3
1640006,3,1594,2
1640006,4,1372,7
1640006,5,1593,3
1640006,6,445,1
1640007,1,1706,1
1640007,2,427,8
1640008,1,164,2
1640009,1,444,4
1640009,2,743,3
1640010,1,1583,1
1640010,2,1684,5
1640011,1,176,3
1640011,2,1468,2
1640012,1,1632,6
1640012,2,1327,7
1640013,1,1672,1
1640013,2,50,2
1640013,3,1796,1
1640013,4,1658,4
1640014,1,1678,3
1640015,1,1818,7
1640015,2,393,10
1640015,3,1588,1
1640015,4,2010,1
1640016,1,353,1
1640016,2,1632,2
1640016,3,518,10
1640016,4,1458,3
1640017,1,1670,2
1640017,2,71,1
1640017,3,1587,3
1640018,1,1016,3
1640018,2,1687,3
1640018,3,2463,2
1640018,4,1771,1
1640019,1,1425,6
1640019,2,445,3
1640019,3,1598,1
1640019,4,1745,3
1640021,1,1300,2
1640023,1,2108,3
1640024,1,67,3
1640025,1,100,8
1640026,1,2501,3
1640026,2,1650,1
1640026,3,114,3
1640026,4,1471,1
1641000,1,1688,5
1641002,1,1609,1
1641003,1,1731,6
1641003,2,102,4
1641003,3,1530,9
1641003,4,1627,3
1641004,1,1608,4
1641006,1,423,3
1641006,2,423,5
1641007,1,1789,7
1641007,2,1454,8
1641011,1,2505,3
1641012,1,2104,1
1641013,1,2490,3
1641013,2,1771,3
1641014,1,1818,3
1641014,2,2189,1
1641015,1,61,2
1641016,1,2504,3
1641017,1,168,1
1641017,2,2489,2
1641017,3,1614,5
1641017,4,1202,1
1641018,1,1747,1
1641019,1,1798,3
1641019,2,1588,1
1641019,3,368,2
1641020,1,1613,2
1641020,2,403,1
1641020,3,1584,1
1641020,4,1734,2
1641020,5,169,1
1641021,1,524,4
1641021,2,435,5
1641021,3,2507,1
1641022,1,69,1
1641023,1,90,2
1641023,3,510,1
1641024,1,2089,4
1641025,1,2006,3
1641025,2,1278,3
1641026,1,956,7
1641026,2,436,2
1641026,3,965,1
1641026,4,2151,2
1641027,1,1624,2
1641027,2,774,3
1641029,1,1266,1
1641029,2,2513,7
1641029,3,84,2
1641029,4,1587,3
1641029,5,545,1
1641029,6,1023,1
1641029,7,430,1
1641030,1,1425,2
1641030,2,1431,6
1641030,3,1429,2
1641030,4,406,1
1641030,5,71,6
1641031,1,1771,6
1641031,2,1426,2
1641032,1,420,7
1641032,2,2030,3
1641034,1,1616,1
1641034,2,179,4
1641034,3,59,7
1641034,4,1007,4
1641035,1,69,7
1641035,2,150,10
1641036,1,1637,2
1641036,2,1700,7
1641036,3,371,5
1641037,1,1068,1
1641038,1,1630,2
1641038,2,1621,4
1641038,3,466,3
1641038,4,1619,4
1641039,1,2016,2
1641039,2,1708,1
1641039,3,2510,1
1641040,1,1142,4
1641040,2,63,6
1641040,3,2037,2
1641040,4,1731,3
1641040,5,1817,3
1641040,6,1166,2
1641040,7,1626,4
1641041,1,1612,1
1641042,1,1678,2
1641042,2,1058,3
1641043,1,2440,1
1641044,1,2001,3
1641044,2,1399,10
1641044,3,1399,3
1641045,1,70,2
1641045,2,1649,1
1641046,1,1673,10
1641047,1,1322,9
1641048,1,1444,5
1641048,2,1657,7
1641049,1,530,3
1641049,2,2041,4
1642000,1,64,2
1642000,2,1162,5
1642000,3,918,2
1642001,1,1659,1
1642001,2,1704,7
1642001,3,439,3
1642001,4,430,6
1642001,5,931,1
1642002,1,158,2
1642003,1,1470,3
1643001,1,51,4
1643001,2,1667,1
1643001,3,90,5
1643002,1,1197,9
1643002,2,2147,4
1643002,3,1497,1
1643002,4,58,2
1643002,5,1817,2
1643002,6,70,2
1643002,7,1116,3
1643003,1,2500,1
1643003,2,899,7
1643004,1,1762,3
1643005,1,427,2
1643005,2,1814,8
1643005,3,429,1
1643006,1,445,1
1643006,2,1093,3
1643006,3,1388,3
1643007,1,1260,3
1643008,1,352,8
1643009,1,1589,3
1643009,2,710,4
1643010,1,390,2
1643010,2,1641,2
1643010,3,57,5
1643011,1,1405,2
1643011,2,1618,4
1643011,3,2108,3
1643012,1,452,2
1643012,2,60,2
1643012,3,884,8
1643012,4,78,3
1643013,1,1817,7
1643013,2,9,3
1643014,1,1764,2
1643015,1,1220,7
1643015,2,113,3
1643015,3,495,9
1643016,1,21,2
1643017,1,1440,5
1643018,1,1368,1
1643018,2,1096,2
1643019,1,166,1
1643020,1,1755,3
1643020,2,1642,4
1643021,1,46,1
1643022,1,1318,2
1643022,2,429,2
1644000,1,438,2
1644001,1,61,4
1644001,2,435,2
1644001,3,1410,1
1644001,4,417,3
1644003,1,1779,1
1644003,2,1487,2
1644003,3,1671,2
1644003,4,1698,5
1644004,1,1554,2
1644005,1,420,7
1644005,2,1177,3
1644005,3,1706,8
1644006,1,2086,1
1644007,1,48,2
1644008,1,187,3
1644009,1,359,4
1644010,1,788,1
1644011,1,429,4
1644011,2,1440,2
1644012,1,434,2
1644012,2,1780,4
1644012,3,481,2
1644014,1,1456,1
1644015,1,1579,3
1644015,2,1572,2
1644016,1,1572,7
1644016,2,392,1
1644016,3,438,1
1644017,1,2419,3
1644017,2,176,7
1644018,1,1632,2
1644018,2,422,3
1644019,1,448,7
1644020,1,1345,4
1644020,2,1655,1
1644020,3,95,7
1644020,4,1662,7
1644021,1,985,1
1644022,1,1427,3
1644022,2,655,8
1644022,3,1590,1
1644023,1,1736,1
1644024,1,1421,3
1644025,1,354,1
1644026,1,440,1
1644026,2,1708,7
1644027,1,3,1
1644027,3,2513,6
1644027,4,1775,4
1644027,5,1673,6
1644027,6,41,1
1644028,1,1468,1
1644028,2,1581,1
1644028,3,885,3
1645001,1,448,4
1645001,2,1759,2
1645001,3,1804,3
1645001,4,160,6
1645001,5,12,4
1645004,1,1666,10
1645004,2,1528,5
1645005,1,1618,1
1645005,2,1627,3
1645006,1,1438,1
1645006,2,1435,3
1645006,3,1707,2
1645007,1,1304,2
1645007,2,1479,1
1645007,3,1413,3
1645008,1,27,3
1645010,1,114,1
1645011,1,1304,1
1645011,2,1192,5
1645011,3,2086,3
1645011,4,1480,5
1645012,1,2090,1
1645012,2,459,2
1645012,3,1612,3
1645012,4,1660,4
1645014,1,549,3
1645014,2,1597,1
1645014,3,1769,7
1645015,1,1467,1
1645015,2,1505,4
1645015,3,587,4
1645016,1,1557,1
1645016,2,112,7
1645017,1,1655,2
1645019,1,1966,1
1645019,2,1695,1
1645020,1,424,4
1645020,2,1546,2
1645021,1,95,3
1645022,1,669,3
1645023,1,87,3
1645023,2,1736,1
1645024,1,1986,1
1645024,2,648,6
1645025,1,1414,2
1645026,1,1208,1
1645026,2,1588,1
1645026,3,416,3
1645026,4,1319,1
1645027,1,1292,3
1645027,2,64,3
1645027,3,522,4
1645027,4,1030,2
1645027,5,93,5
1645029,1,1594,2
1645031,1,1638,6
1645031,2,711,1
1645031,3,1393,9
1645033,1,2122,2
1645033,2,1789,3
1645033,3,1682,2
1645034,1,35,2
1645034,2,100,2
1645034,3,436,2
1645034,4,1611,1
1645035,1,1772,4
1645036,1,99,2
1645036,2,1000,1
1645037,1,143,3
1645037,2,1140,7
1645037,3,1377,2
1645037,4,391,5
1646000,1,1792,7
1646001,1,1736,2
1646002,1,999,2
1646002,2,1431,1
1646002,3,1588,1
1646003,1,62,1
1646003,2,2494,2
1646003,3,420,8
1646004,1,1505,2
1646005,1,1796,7
1646005,2,419,3
1646007,1,2504,1
1646007,2,2491,1
1646008,1,1472,8
1646009,1,1198,1
1646010,1,434,8
1646010,2,371,2
1646010,3,1674,1
1646011,1,1492,3
1646011,2,1651,7
1646011,3,1591,1
1646011,4,1631,2
1646011,5,1228,1
1646011,6,454,5
1646011,7,1433,4
1646013,1,1590,1
1646013,2,177,2
1646014,1,433,1
1646015,1,1690,1
1646015,2,1469,2
1646015,3,1815,3
1646016,1,317,3
1646016,2,377,3
1646017,1,428,5
1646017,2,76,3
1646017,4,993,2
1646017,5,1627,1
1646017,6,1459,1
1646017,7,1766,4
1646019,1,454,1
1646019,2,1481,3
1646019,3,79,2
1646020,1,48,2
1646020,2,90,1
1646020,3,41,2
1646020,5,1695,1
1646020,6,1735,1
1646021,1,96,4
1646021,3,2075,1
1646022,1,658,3
1646022,2,1617,2
1646022,3,502,3
1646023,1,1410,1
1646023,2,593,8
1646023,3,1687,2
1646024,1,1811,3
1646024,2,388,2
1646024,3,337,3
1646024,4,587,3
1646024,5,452,3
1646025,1,1602,4
1646025,2,1642,3
1646025,3,1616,1
1646025,4,1198,3
1646026,1,71,6
1646028,1,1790,5
1646029,1,1442,4
1646029,2,78,2
1646030,1,165,1
1646030,2,1563,8
1646031,1,134,5
1646032,1,520,4
1646033,1,1328,3
1646033,2,1595,6
1646033,3,2411,2
1646034,1,1541,2
1646034,2,100,1
1646034,3,1441,3
1646035,1,1593,1
1646036,1,504,1
1646036,2,1464,1
1646037,1,1627,4
1646037,2,1479,2
1646037,3,1628,3
1646038,1,555,3
1646038,2,438,1
1646039,1,618,2
1646039,2,1098,7
1646040,1,444,2
1646040,2,125,3
1646041,1,1825,5
1646041,2,2489,7
1646041,3,864,3
1646041,4,646,3
1647000,1,418,3
1647000,2,681,2
1647000,3,1522,1
1647000,4,1627,3
1647001,1,1415,2
1647001,2,1661,5
1647001,3,1408,3
1647001,4,671,1
1647001,5,2410,4
1647002,1,1571,3
1647002,2,1193,1
1647003,1,2495,2
1647003,2,1252,1
1647003,3,1462,3
1647005,1,230,3
1647005,2,1442,4
1647005,3,1539,1
1647005,4,1589,2
1647006,1,1578,6
1647008,1,1177,3
1647009,1,1430,1
1647009,2,1759,2
1647010,1,1623,3
1647010,2,1582,2
1647011,1,144,2
1647013,1,95,8
1647013,2,1454,7
1647013,3,2495,2
1647013,4,90,2
1647014,1,1045,1
1647014,2,435,2
1647014,3,1612,5
1647015,1,166,3
1647016,1,1452,1
1647016,2,69,3
1647016,3,516,3
1647016,4,55,2
1647019,1,1719,1
1647019,2,1461,1
1647019,3,1584,1
1647020,1,15,1
1647021,1,2107,7
1647021,2,1751,1
1647021,3,64,3
1647021,4,448,5
1647022,1,639,2
1647023,1,1963,2
1647023,2,663,7
1647023,3,1300,2
1647024,1,2135,7
1647025,1,2142,3
1647026,1,1730,1
1647026,2,75,4
1647026,3,56,3
1647027,1,1571,1
1647027,2,1455,4
1647027,3,394,7
1648000,1,422,2
1648000,2,1541,5
1648001,1,1036,7
1648002,1,1576,2
1648002,2,449,3
1648002,3,1347,1
1648002,4,1329,6
1648002,5,84,4
1648003,1,111,3
1648003,2,424,2
1648003,3,919,3
1648004,1,1550,2
1648005,1,17,2
1648006,1,1287,1
1648006,2,1321,1
1648006,3,1708,4
1648007,1,2040,3
1648007,2,501,4
1648007,3,101,1
1648008,1,1543,2
1648008,2,2455,3
1648008,3,1810,1
1648008,4,1795,1
1648009,1,451,7
1648011,1,725,3
1648011,2,524,3
1648011,3,603,7
1648012,1,1593,2
1648013,1,431,1
1648013,2,1470,5
1648014,1,859,2
1648014,2,1487,3
1648014,3,656,1
1648015,1,1589,3
1648015,2,1473,2
1648016,1,1515,2
1648016,2,444,7
1648016,3,46,2
1648017,1,153,1
1648017,2,2497,2
1648017,3,179,3
1648018,1,1383,3
1648019,1,1610,1
1648019,2,1719,1
1648020,1,419,8
1648021,1,1510,5
1648021,2,67,2
1648022,1,1005,6
1648022,2,424,1
1648022,3,2508,3
1648024,1,1456,2
1648024,2,1583,5
1648024,3,114,2
1648025,1,1970,2
1648026,1,2507,3
1648026,2,370,3
1648026,3,891,1
1648027,1,60,2
1648028,1,1260,2
1648028,2,84,1
1648029,1,843,5
1648030,1,147,1
1648030,2,74,3
1648031,1,1070,6
1648031,2,815,6
1648031,3,1050,1
1648032,1,867,1
1648033,1,428,3
1648033,2,1485,9
1648033,3,1774,2
1648034,1,1617,3
1648034,2,721,2
1648035,1,1628,4
1648036,1,1452,3
1648036,2,93,5
1648037,1,1765,1
1648038,1,1311,2
1648039,1,1638,5
1648042,1,2115,1
1648042,2,2496,7
1648042,3,452,3
1648042,4,1439,3
1648042,5,1814,7
1648042,6,242,2
1648043,1,107,4
1648043,2,1628,7
1648043,3,1603,2
1648044,1,70,2
1648045,1,1538,6
1648045,2,1635,1
1648045,3,1597,10
1648046,1,111,3
1648047,1,1585,2
1648047,2,1394,5
1648048,1,1641,7
1648049,1,1758,4
1648050,1,604,4
1649000,1,115,2
1649002,1,1454,1
1649002,2,1774,1
1649002,3,2041,2
1649003,1,1456,1
1650000,1,2491,1
1650000,2,659,8
1650001,1,1781,6
1650001,2,44,1
1650002,1,1815,4
1650003,1,606,3
1650004,1,11,1
1650005,1,180,1
1650006,1,1699,2
1650007,1,1647,4
1650007,2,2503,2
1650007,3,88,1
1650007,5,1561,7
1650008,1,1626,3
1650008,2,92,1
1650008,3,81,1
1650009,1,122,3
1650009,2,1466,3
1650009,3,1419,1
1650010,1,1616,3
1650011,1,1415,4
1650011,2,1770,5
1650012,1,432,1
1650012,2,1186,2
1650014,1,1500,2
1650015,1,2168,2
1650015,2,1638,1
1650016,1,495,2
1650016,2,1626,3
1650017,1,668,1
1650017,2,1345,3
1650018,1,422,3
1650018,2,1617,1
1650018,3,1585,2
1650019,1,1600,3
1650019,2,1390,2
1650020,1,494,4
1650020,2,59,1
1650021,1,737,5
1650021,2,1502,4
1650022,1,2005,3
1650022,2,1164,1
1650022,3,1549,1
1650022,4,1597,2
1650022,5,1438,3
1651000,1,1657,3
1651000,2,1695,4
1651001,1,1536,4
1651002,1,1614,2
1651003,1,513,3
1651003,2,438,5
1651004,1,1630,2
1651004,2,1769,1
1651004,3,900,1
1651004,4,1765,2
1651006,1,619,2
1651007,1,1716,2
1651008,1,127,6
1651009,1,995,2
1651009,2,1352,7
1651009,3,1604,6
1651009,4,94,2
1651010,1,1628,5
1651012,1,452,2
1651012,2,1423,2
1651012,3,82,1
1651013,1,2494,2
1651013,2,131,2
1651015,1,1604,3
1651015,2,147,7
1651015,3,1810,1
1651015,4,434,1
1651015,5,2086,4
1651016,1,338,3
1651016,2,2009,1
1651016,3,364,6
1651017,1,1484,1
1651018,1,449,6
1651018,2,1669,1
1651018,3,683,4
1651018,4,1664,5
1651018,5,415,1
1651018,6,1684,7
1651018,7,76,1
1651019,1,1687,7
1651019,2,1826,3
1651020,1,1610,3
1651020,2,1559,3
1651020,3,1618,8
1651021,1,1215,7
1651022,1,568,4
1651022,2,96,4
1651022,3,1518,3
1651023,1,455,8
1651024,1,1560,6
1651024,2,1344,3
1651025,1,351,2
1651025,2,1452,2
1651025,3,441,1
1651025,4,452,2
1651026,1,932,1
1651026,2,114,2
1651026,4,433,1
1651026,5,1603,4
1651026,6,1806,5
1652000,1,1026,1
1652001,1,850,2
1652002,1,2180,7
1652003,1,1782,1
1652003,2,2068,5
1652004,1,112,1
1652004,3,371,2
1652004,4,1554,2
1652004,5,2517,2
1652004,6,1603,3
1652004,7,364,2
1652005,1,2507,1
1652005,2,430,4
1652006,1,1610,6
1652008,1,1700,2
1652009,1,757,4
1652009,2,449,1
1652010,1,1413,4
1652010,2,1679,4
1652011,1,1096,2
1652011,2,330,7
1652011,3,1432,7
1652011,4,521,7
1652012,1,659,3
1652012,2,457,2
1652012,3,459,1
1652012,4,2509,1
1652012,5,677,6
1652012,6,353,2
1652012,7,1291,9
1652013,1,2064,3
1652014,1,1747,7
1652014,2,832,9
1652014,3,1825,4
1652015,1,446,1
1652015,2,645,2
1652015,3,675,1
1652015,4,1666,1
1652016,1,1354,1
1652016,2,1456,1
1652016,3,1594,7
1652016,4,438,1
1652017,1,453,7
1652017,2,148,2
1652017,3,1611,2
1652019,1,1580,3
1652020,1,1515,2
1652021,1,1646,1
1652022,1,1045,2
1652024,1,1614,4
1652024,2,1993,2
1652024,3,435,1
1652025,1,2494,1
1652025,2,1475,2
1652026,1,2386,4
1652026,2,2495,6
1652027,1,510,1
1652027,2,82,2
1652027,3,458,5
1652028,1,1659,2
1652029,1,1643,1
1652030,1,1643,1
1652030,2,1453,1
1652030,3,918,7
1652030,4,882,1
1652030,5,529,2
1652030,6,943,2
1652031,1,651,1
1652031,2,318,1
1652031,3,63,7
1652031,4,1791,1
1652032,1,1576,1
1652032,2,2496,3
1652032,3,73,7
1652033,1,1454,2
1652034,1,1697,4
1652034,2,1681,2
1652035,1,1414,2
1652036,1,441,1
1652036,2,1784,7
1652036,3,761,6
1653000,1,1613,1
1653000,2,1594,1
1653000,3,1302,6
1653001,1,1661,3
1653001,2,2496,8
1653001,3,1970,10
1653002,1,664,2
1653003,1,1936,3
1653003,2,1658,1
1653003,3,1820,7
1653003,4,1589,1
1653004,1,432,7
1653004,2,293,6
1653006,1,340,5
1653006,2,62,3
1653006,3,188,7
1653006,4,1453,6
1653006,5,738,4
1653006,6,570,10
1653006,7,1406,5
1653007,1,1586,2
1653007,2,467,2
1653007,3,1688,5
1653007,4,10,5
1653009,1,427,2
1653011,1,1427,1
1653011,2,1616,1
1653011,3,1101,4
1653012,1,1609,1
1653013,1,951,7
1653014,1,1519,1
1653015,1,1733,1
1653016,1,1331,2
1653017,1,1699,6
1653017,2,2100,3
1653017,3,69,2
1653020,1,1414,1
1653020,2,1652,3
1653020,3,428,3
1653020,4,101,6
1653021,1,444,2
1653021,2,987,1
1653021,3,1660,2
1653023,1,1625,2
1653023,2,449,2
1653023,3,85,8
1653024,1,692,7
1653024,2,1712,1
1653024,3,355,5
1653025,1,1453,3
1653025,2,1009,2
1653025,3,143,1
1653025,4,1485,2
1653025,5,1453,1
1653025,6,1411,3
1653025,7,2514,3
1653026,1,610,1
1653026,2,1640,2
1653027,1,1779,2
1653027,2,106,1
1653028,1,439,1
1653028,2,57,1
1653028,3,1693,2
1653029,1,1459,5
1653029,2,1691,9
1653029,3,2088,3
1653030,1,580,1
1653030,2,153,1
1653030,3,430,5
1653031,1,583,2
1653031,2,1747,1
1653031,3,90,1
1653032,1,1392,3
1653032,2,2101,1
1653034,1,604,3
1653034,2,72,3
1653035,1,361,6
1653035,2,149,1
1653035,3,1953,2
1653035,4,1750,3
1653035,5,402,3
1653035,6,464,2
1653035,7,430,4
1653036,1,1600,2
1653036,2,382,3
1653038,1,167,4
1653038,2,69,2
1653038,3,89,5
1653038,4,1715,1
1654002,1,87,1
1654002,2,1580,5
1654003,1,1587,5
1654004,1,1698,3
1654004,2,1629,2
1654004,3,418,1
1654005,1,1045,6
1654005,2,1602,9
1654005,3,1816,3
1654006,1,2025,2
1654006,2,1244,3
1654006,3,545,4
1654006,4,1512,9
1654006,5,448,5
1654006,6,2096,3
1654006,7,1613,3
1654007,1,430,1
1654007,2,2507,1
1654008,1,1571,1
1654008,2,1749,8
1654009,1,2113,8
1654009,2,1742,3
1654009,3,454,2
1654009,4,176,8
1654011,1,1605,2
1654011,2,86,3
1654011,3,432,1
1654012,1,82,1
1654013,1,888,3
1654013,2,2059,3
1654013,3,39,4
1654013,5,991,2
1654013,6,91,6
1654013,7,57,6
1654014,1,1684,5
1654014,2,162,1
1654014,3,153,4
1654014,4,1623,7
1654015,1,139,1
1654015,2,1395,5
1654018,1,1413,1
1654018,2,300,1
1654019,1,54,1
1654019,2,1669,3
1654019,3,365,3
1654019,4,1524,1
1654019,5,1631,4
1654019,6,1975,3
1654019,7,1610,2
1654020,1,1486,4
1654021,1,1193,7
1654021,2,1771,2
1654022,1,559,2
1654022,2,1352,3
1654023,1,313,2
1654025,1,2496,1
1654025,2,487,3
1654025,3,442,1
1654025,4,1513,1
1654026,1,1277,8
1654026,2,95,1
1654027,1,1756,1
1654027,2,5,2
1655001,1,1561,1
1655001,2,1622,1
1655001,3,1695,2
1655002,1,1535,4
1655002,2,1737,8
1655002,3,1364,2
1655003,1,1449,1
1655004,1,1646,1
1655005,1,60,6
1655005,2,1763,2
1655005,3,163,1
1655006,1,574,2
1655006,2,1535,4
1655006,3,1422,2
1655007,1,106,6
1655007,2,475,2
1655007,3,1513,2
1655008,1,1282,1
1655009,1,58,2
1655009,2,947,1
1655010,1,1329,7
1655011,1,485,2
1655012,1,1464,3
1655012,2,91,4
1655013,1,423,2
1655013,2,1743,5
1655013,3,76,2
1655015,1,1888,3
1655015,2,524,5
1655015,3,1761,1
1655015,4,1329,1
1655017,1,371,3
1655017,2,1215,7
1655017,3,1845,1
1655017,4,1460,5
1655018,1,455,1
1655018,2,1450,3
1655019,1,593,8
1655019,2,1609,2
1655019,3,1645,2
1655020,1,1448,8
1655020,2,447,4
1655021,1,1716,1
1655021,2,1276,4
1655022,1,336,2
1655023,1,2148,3
1655024,1,451,2
1655024,2,1755,4
1655025,1,1909,8
1655026,1,1792,1
1655026,2,53,3
1655026,3,79,2
1655026,4,1652,1
1655027,1,1684,5
1655028,1,1586,1
1655029,1,2297,3
1655030,1,1416,2
1655030,2,1732,4
1655030,3,1596,2
1655031,1,65,1
1655032,1,2514,1
1655032,2,1334,2
1655032,3,2099,2
1655033,1,1494,5
1655034,1,1608,3
1655035,1,2502,5
1655035,2,2492,4
1655036,1,944,2
1655037,1,126,1
1655037,2,1675,7
1655037,3,430,10
1655037,4,66,2
1655037,5,2156,3
1655037,6,56,4
1655037,7,1235,7
1655038,1,374,4
1655039,1,1803,5
1655039,2,492,7
1655039,3,2036,7
1655041,1,1658,2
1655042,1,1271,2
1655042,2,1785,4
1655042,3,96,1
1655043,1,430,1
1655044,1,2144,2
1655044,2,85,7
1655045,1,1797,3
1655046,1,2503,3
1655046,2,433,1
1655046,3,1627,6
1655046,4,2060,1
1655046,5,1765,5
1655046,6,647,2
1655047,1,1633,3
1655048,1,2064,10
1655049,1,366,9
1655049,2,1270,4
1655050,1,1636,1
1656000,1,99,5
