Order Number,Order Date,Delivery Date,CustomerKey,StoreKey,Currency Code
1480012,1/19/2019,,2040328,64,USD
1480013,1/19/2019,,1566368,48,USD
1480014,1/19/2019,,1385828,59,USD
1480015,1/19/2019,,1353843,43,USD
1480016,1/19/2019,1/23/2019,876685,0,EUR
1480017,1/19/2019,,959017,36,GBP
1480018,1/19/2019,1/25/2019,391353,0,CAD
1480019,1/19/2019,1/22/2019,778498,0,EUR
1480021,1/19/2019,,1792010,51,USD
1480022,1/19/2019,,82415,5,AUD
1480023,1/19/2019,,274765,9,CAD
1480025,1/19/2019,,1381466,43,USD
1480026,1/19/2019,,1704092,61,USD
1480027,1/19/2019,,314531,8,CAD
1480028,1/19/2019,,328714,10,CAD
1480029,1/19/2019,,1956080,51,USD
1480030,1/19/2019,,1039050,39,GBP
1480031,1/19/2019,,1621469,65,USD
1480032,1/19/2019,,1109801,37,GBP
1480033,1/19/2019,,946857,39,GBP
1480034,1/19/2019,,1010245,39,GBP
1480035,1/19/2019,,2034808,63,USD
1480036,1/19/2019,,624742,18,EUR
1480037,1/19/2019,,2043619,57,USD
1480038,1/19/2019,,1590518,54,USD
1480039,1/19/2019,,728022,29,EUR
1480040,1/19/2019,,1559552,61,USD
1481000,1/20/2019,,2022662,57,USD
1481001,1/20/2019,,1693813,51,USD
1481002,1/20/2019,,1511165,65,USD
1481003,1/20/2019,,1694264,55,USD
1482000,1/21/2019,,1322428,47,USD
1482001,1/21/2019,,1997727,49,USD
1482002,1/21/2019,,80155,5,AUD
1482003,1/21/2019,,1686269,57,USD
1482004,1/21/2019,,1429587,49,USD
1482005,1/21/2019,,1150012,39,GBP
1482006,1/21/2019,,1794922,49,USD
1482007,1/21/2019,,1525193,57,USD
1482008,1/21/2019,,354485,9,CAD
1482010,1/21/2019,,1353524,62,USD
1482011,1/21/2019,,1703807,56,USD
1482012,1/21/2019,,1223275,56,USD
1482013,1/21/2019,1/24/2019,1475761,0,USD
1482015,1/21/2019,,1874014,47,USD
1482016,1/21/2019,,1224615,63,USD
1482017,1/21/2019,,1764995,61,USD
1482018,1/21/2019,1/27/2019,702870,0,EUR
1483000,1/22/2019,,1545230,64,USD
1483001,1/22/2019,1/24/2019,37802,0,AUD
1483002,1/22/2019,,1817680,66,USD
1483004,1/22/2019,,667669,17,EUR
1483006,1/22/2019,,981407,42,GBP
1483007,1/22/2019,,1807423,57,USD
1483008,1/22/2019,,541598,19,EUR
1483009,1/22/2019,,1208128,44,USD
1483010,1/22/2019,,1016260,38,GBP
1483011,1/22/2019,,1566742,59,USD
1483012,1/22/2019,,120398,6,AUD
1483013,1/22/2019,,420770,27,EUR
1483014,1/22/2019,1/24/2019,1453427,0,USD
1483015,1/22/2019,,585202,27,EUR
1483016,1/22/2019,,1332152,65,USD
1483018,1/22/2019,,1780349,61,USD
1483019,1/22/2019,1/27/2019,424011,0,EUR
1483020,1/22/2019,,969490,39,GBP
1483021,1/22/2019,1/27/2019,1914379,0,USD
1483022,1/22/2019,,1300742,64,USD
1483023,1/22/2019,,678665,18,EUR
1484000,1/23/2019,,891896,32,EUR
1484001,1/23/2019,,1303346,64,USD
1484002,1/23/2019,,967098,37,GBP
1484003,1/23/2019,,1044742,36,GBP
1484004,1/23/2019,,502517,22,EUR
1484006,1/23/2019,,1702221,66,USD
1484008,1/23/2019,,1009587,38,GBP
1484009,1/23/2019,,908105,36,GBP
1484011,1/23/2019,,624293,18,EUR
1484012,1/23/2019,,1854577,61,USD
1484013,1/23/2019,,997846,38,GBP
1484015,1/23/2019,,1792688,61,USD
1484016,1/23/2019,,1803346,66,USD
1484017,1/23/2019,,1894779,64,USD
1484018,1/23/2019,,502406,21,EUR
1484019,1/23/2019,,1736019,50,USD
1484020,1/23/2019,1/29/2019,1835849,0,USD
1484021,1/23/2019,,533358,22,EUR
1484025,1/23/2019,,422965,27,EUR
1484027,1/23/2019,,1859603,48,USD
1484028,1/23/2019,,1581788,55,USD
1484029,1/23/2019,,275830,8,CAD
1484030,1/23/2019,,739091,30,EUR
1484031,1/23/2019,,775239,30,EUR
1484032,1/23/2019,,196921,4,AUD
1485000,1/24/2019,1/26/2019,1427869,0,USD
1485001,1/24/2019,,1792688,49,USD
1485002,1/24/2019,,607598,12,EUR
1485003,1/24/2019,,1659040,56,USD
1485005,1/24/2019,,845864,32,EUR
1485006,1/24/2019,,1352935,51,USD
1485007,1/24/2019,2/3/2019,731381,0,EUR
1485008,1/24/2019,,1718821,47,USD
1485009,1/24/2019,,1385568,54,USD
1485010,1/24/2019,,221062,10,CAD
1485011,1/24/2019,,1545927,56,USD
1485013,1/24/2019,1/29/2019,793686,0,EUR
1485014,1/24/2019,,1940708,54,USD
1485016,1/24/2019,,1909649,49,USD
1485017,1/24/2019,1/29/2019,1087790,0,GBP
1485018,1/24/2019,,1548524,51,USD
1485019,1/24/2019,,413347,19,EUR
1485020,1/24/2019,,413703,27,EUR
1485021,1/24/2019,,1226053,53,USD
1485023,1/24/2019,,1302010,44,USD
1485024,1/24/2019,,98583,6,AUD
1485025,1/24/2019,,1419573,44,USD
1485026,1/24/2019,,1792550,56,USD
1485027,1/24/2019,,218278,8,CAD
1485028,1/24/2019,,758321,29,EUR
1485030,1/24/2019,,510088,21,EUR
1485031,1/24/2019,,748710,30,EUR
1485032,1/24/2019,,2057721,44,USD
1485033,1/24/2019,,1097685,37,GBP
1485034,1/24/2019,,599823,22,EUR
1486000,1/25/2019,,625495,14,EUR
1486001,1/25/2019,,1430718,64,USD
1486002,1/25/2019,1/30/2019,1064519,0,GBP
1486004,1/25/2019,,717682,29,EUR
1486005,1/25/2019,,2048840,43,USD
1486006,1/25/2019,,1197455,38,GBP
1486007,1/25/2019,,1583359,45,USD
1486009,1/25/2019,,1698828,56,USD
1486010,1/25/2019,,556312,24,EUR
1486011,1/25/2019,,1097685,36,GBP
1486012,1/25/2019,1/28/2019,1436857,0,USD
1486013,1/25/2019,,2040812,56,USD
1486014,1/25/2019,,1699570,59,USD
1486015,1/25/2019,1/27/2019,1529235,0,USD
1486016,1/25/2019,,902770,42,GBP
1486017,1/25/2019,,933569,36,GBP
1486019,1/25/2019,,1457391,65,USD
1486020,1/25/2019,2/3/2019,656353,0,EUR
1486022,1/25/2019,1/31/2019,254540,0,CAD
1486024,1/25/2019,1/29/2019,1022794,0,GBP
1487002,1/26/2019,,1460614,49,USD
1487003,1/26/2019,,1890381,53,USD
1487004,1/26/2019,,1999956,59,USD
1487005,1/26/2019,,814070,34,EUR
1487006,1/26/2019,,1659181,49,USD
1487007,1/26/2019,1/30/2019,971338,0,GBP
1487008,1/26/2019,,672129,12,EUR
1487009,1/26/2019,,969762,42,GBP
1487010,1/26/2019,,1070928,39,GBP
1487011,1/26/2019,,1893682,63,USD
1487012,1/26/2019,,262037,8,CAD
1487013,1/26/2019,,1397652,54,USD
1487014,1/26/2019,1/27/2019,761495,0,EUR
1487015,1/26/2019,,182186,5,AUD
1487016,1/26/2019,,1314795,54,USD
1487017,1/26/2019,2/5/2019,202626,0,CAD
1487018,1/26/2019,,1152914,37,GBP
1487019,1/26/2019,2/2/2019,1793197,0,USD
1487020,1/26/2019,1/31/2019,1533906,0,USD
1487021,1/26/2019,,445123,27,EUR
1487022,1/26/2019,,1002456,37,GBP
1487023,1/26/2019,,522564,23,EUR
1487025,1/26/2019,,2014737,47,USD
1487026,1/26/2019,,1592367,64,USD
1487027,1/26/2019,,986569,36,GBP
1487028,1/26/2019,,258702,9,CAD
1487029,1/26/2019,,601806,18,EUR
1487030,1/26/2019,,1457037,64,USD
1487031,1/26/2019,,1704090,59,USD
1487032,1/26/2019,1/31/2019,2081773,0,USD
1487033,1/26/2019,,1991497,53,USD
1487034,1/26/2019,1/30/2019,432063,0,EUR
1487035,1/26/2019,,1243331,43,USD
1487036,1/26/2019,,363584,9,CAD
1487037,1/26/2019,,435105,27,EUR
1487038,1/26/2019,,1704192,51,USD
1487039,1/26/2019,,2039658,53,USD
1487041,1/26/2019,,1550559,62,USD
1487042,1/26/2019,,1504616,45,USD
1488000,1/27/2019,,1097057,36,GBP
1488001,1/27/2019,,1536206,61,USD
1488002,1/27/2019,2/1/2019,1592930,0,USD
1488003,1/27/2019,,1604181,65,USD
1489000,1/28/2019,,1440349,45,USD
1489001,1/28/2019,,1234917,43,USD
1489002,1/28/2019,,1520875,56,USD
1489003,1/28/2019,2/1/2019,978236,0,GBP
1489004,1/28/2019,,281546,10,CAD
1489005,1/28/2019,,493374,23,EUR
1489006,1/28/2019,,918835,42,GBP
1489007,1/28/2019,,1267352,65,USD
1489008,1/28/2019,2/1/2019,129540,0,AUD
1489009,1/28/2019,2/1/2019,1558652,0,USD
1489010,1/28/2019,,1585075,54,USD
1489011,1/28/2019,,992604,40,GBP
1489013,1/28/2019,,1501746,57,USD
1489015,1/28/2019,,579567,22,EUR
1489016,1/28/2019,,2065362,44,USD
1489017,1/28/2019,,568160,22,EUR
1489018,1/28/2019,,630481,15,EUR
1489019,1/28/2019,,481506,19,EUR
1489020,1/28/2019,2/3/2019,705717,0,EUR
1490000,1/29/2019,,1895744,51,USD
1490001,1/29/2019,,373683,9,CAD
1490002,1/29/2019,2/3/2019,1912774,0,USD
1490003,1/29/2019,,1132540,39,GBP
1490004,1/29/2019,2/4/2019,905941,0,GBP
1490005,1/29/2019,,1637269,57,USD
1490007,1/29/2019,,1929743,49,USD
1490008,1/29/2019,,1025108,42,GBP
1490009,1/29/2019,,2032588,55,USD
1490010,1/29/2019,,1971820,64,USD
1490011,1/29/2019,2/6/2019,1892265,0,USD
1490012,1/29/2019,,1319657,64,USD
1490014,1/29/2019,,1132350,42,GBP
1490015,1/29/2019,,285730,10,CAD
1490016,1/29/2019,,1418131,64,USD
1490017,1/29/2019,,73070,5,AUD
1490018,1/29/2019,,1315137,54,USD
1490019,1/29/2019,,1729347,59,USD
1490021,1/29/2019,1/30/2019,1484963,0,USD
1490022,1/29/2019,,1859167,55,USD
1490023,1/29/2019,2/1/2019,1011663,0,GBP
1491000,1/30/2019,,80029,6,AUD
1491001,1/30/2019,,1721634,49,USD
1491002,1/30/2019,2/3/2019,1532248,0,USD
1491004,1/30/2019,,1533894,56,USD
1491005,1/30/2019,,1934470,45,USD
1491006,1/30/2019,,1525002,51,USD
1491007,1/30/2019,,1798806,59,USD
1491008,1/30/2019,1/31/2019,1846024,0,USD
1491009,1/30/2019,,1911080,45,USD
1491011,1/30/2019,,1208968,64,USD
1491012,1/30/2019,,2095256,65,USD
1491013,1/30/2019,,1861576,66,USD
1491014,1/30/2019,1/31/2019,613382,0,EUR
1491015,1/30/2019,,1451919,51,USD
1491016,1/30/2019,,1835506,50,USD
1491017,1/30/2019,2/3/2019,148716,0,AUD
1491019,1/30/2019,,381459,10,CAD
1491020,1/30/2019,2/5/2019,1885279,0,USD
1491021,1/30/2019,,1140842,38,GBP
1491022,1/30/2019,,780607,29,EUR
1491023,1/30/2019,1/31/2019,1313113,0,USD
1491024,1/30/2019,,1681761,63,USD
1491025,1/30/2019,,1047191,42,GBP
1491026,1/30/2019,,491529,24,EUR
1491027,1/30/2019,,1111954,42,GBP
1491029,1/30/2019,,666173,14,EUR
1491030,1/30/2019,,763606,29,EUR
1491031,1/30/2019,,284716,10,CAD
1491032,1/30/2019,,1424211,55,USD
1491033,1/30/2019,,445503,24,EUR
1492000,1/31/2019,2/4/2019,872536,0,EUR
1492001,1/31/2019,,314133,9,CAD
1492002,1/31/2019,,1948852,55,USD
1492004,1/31/2019,,476275,21,EUR
1492005,1/31/2019,2/4/2019,1065501,0,GBP
1492006,1/31/2019,2/6/2019,1767101,0,USD
1492008,1/31/2019,,1243578,45,USD
1492009,1/31/2019,,1677457,43,USD
1492010,1/31/2019,,1334387,65,USD
1492011,1/31/2019,,647665,15,EUR
1492012,1/31/2019,,1440062,45,USD
1492013,1/31/2019,2/3/2019,772646,0,EUR
1492014,1/31/2019,,1096960,38,GBP
1492015,1/31/2019,,223761,10,CAD
1492016,1/31/2019,,1281023,57,USD
1492017,1/31/2019,,825894,32,EUR
1492018,1/31/2019,,400009,20,EUR
1492019,1/31/2019,,651347,18,EUR
1492020,1/31/2019,,1823278,57,USD
1492021,1/31/2019,,333209,9,CAD
1492022,1/31/2019,,1564649,50,USD
1492024,1/31/2019,2/7/2019,1459686,0,USD
1492025,1/31/2019,,355632,8,CAD
1492026,1/31/2019,,1531565,61,USD
1492027,1/31/2019,,1778282,45,USD
1492028,1/31/2019,,2087843,64,USD
1492029,1/31/2019,,1621370,53,USD
1492030,1/31/2019,,1534242,47,USD
1492031,1/31/2019,2/5/2019,1553334,0,USD
1492032,1/31/2019,,1263798,65,USD
1492033,1/31/2019,,1501443,55,USD
1492034,1/31/2019,,1562806,47,USD
1493000,2/1/2019,2/3/2019,1570164,0,USD
1493001,2/1/2019,,821074,33,EUR
1493002,2/1/2019,,624165,13,EUR
1493003,2/1/2019,,2002810,56,USD
1493004,2/1/2019,,1278242,49,USD
1493005,2/1/2019,2/5/2019,2082991,0,USD
1493006,2/1/2019,,1067702,37,GBP
1493007,2/1/2019,,224376,10,CAD
1493008,2/1/2019,,1282455,53,USD
1493009,2/1/2019,,1928421,48,USD
1493011,2/1/2019,,1781953,44,USD
1493012,2/1/2019,,1046802,40,GBP
1493013,2/1/2019,,202220,8,CAD
1493014,2/1/2019,,1276810,48,USD
1493015,2/1/2019,,1930815,61,USD
1493016,2/1/2019,,1503418,55,USD
1493017,2/1/2019,2/5/2019,1415607,0,USD
1493018,2/1/2019,,56999,1,AUD
1493019,2/1/2019,,1751918,55,USD
1493020,2/1/2019,,420053,21,EUR
1493021,2/1/2019,2/6/2019,1842681,0,USD
1493022,2/1/2019,2/4/2019,1380600,0,USD
1493023,2/1/2019,,2026106,55,USD
1494000,2/2/2019,,1482513,64,USD
1494001,2/2/2019,2/5/2019,419225,0,EUR
1494002,2/2/2019,,1551066,44,USD
1494004,2/2/2019,,1979879,45,USD
1494005,2/2/2019,2/4/2019,1780459,0,USD
1494007,2/2/2019,2/6/2019,2055764,0,USD
1494008,2/2/2019,,1406178,53,USD
1494009,2/2/2019,2/7/2019,1947606,0,USD
1494010,2/2/2019,2/5/2019,1251726,0,USD
1494011,2/2/2019,2/8/2019,1851335,0,USD
1494013,2/2/2019,,1112419,42,GBP
1494014,2/2/2019,,1738064,43,USD
1494015,2/2/2019,2/5/2019,1407506,0,USD
1494016,2/2/2019,,1860085,45,USD
1494017,2/2/2019,,1272497,44,USD
1494018,2/2/2019,,1921863,44,USD
1494019,2/2/2019,,1012052,40,GBP
1494020,2/2/2019,2/9/2019,1819252,0,USD
1494021,2/2/2019,,1342539,61,USD
1494022,2/2/2019,2/4/2019,1345643,0,USD
1494023,2/2/2019,,226833,9,CAD
1494024,2/2/2019,2/7/2019,1795690,0,USD
1494025,2/2/2019,,1347884,55,USD
1494026,2/2/2019,2/7/2019,795665,0,EUR
1494027,2/2/2019,2/6/2019,1691683,0,USD
1494028,2/2/2019,,343285,9,CAD
1494029,2/2/2019,,907297,40,GBP
1494030,2/2/2019,,1047050,36,GBP
1494031,2/2/2019,2/11/2019,1212939,0,USD
1494032,2/2/2019,2/6/2019,1287862,0,USD
1494033,2/2/2019,,1703884,51,USD
1494034,2/2/2019,,1219767,43,USD
1494036,2/2/2019,,1609589,65,USD
1494037,2/2/2019,,1816342,49,USD
1494038,2/2/2019,,501047,22,EUR
1494039,2/2/2019,,1981433,54,USD
1494040,2/2/2019,2/7/2019,1390208,0,USD
1494041,2/2/2019,,1998481,65,USD
1495000,2/3/2019,,1773061,54,USD
1495002,2/3/2019,,917772,42,GBP
1496000,2/4/2019,,456958,24,EUR
1496001,2/4/2019,,1564526,53,USD
1496002,2/4/2019,,1373602,63,USD
1496003,2/4/2019,2/5/2019,2083381,0,USD
1496004,2/4/2019,,1577700,53,USD
1496005,2/4/2019,,1651796,65,USD
1496006,2/4/2019,,60411,6,AUD
1496008,2/4/2019,,564676,20,EUR
1496009,2/4/2019,2/12/2019,706638,0,EUR
1496010,2/4/2019,,188404,4,AUD
1496012,2/4/2019,,775606,29,EUR
1496013,2/4/2019,,926874,38,GBP
1496014,2/4/2019,,521492,20,EUR
1496015,2/4/2019,2/11/2019,171253,0,AUD
1496016,2/4/2019,,1193695,37,GBP
1496017,2/4/2019,,1058772,40,GBP
1496018,2/4/2019,,1272285,47,USD
1497000,2/5/2019,,505288,27,EUR
1497001,2/5/2019,,1865702,57,USD
1497002,2/5/2019,2/8/2019,550082,0,EUR
1497004,2/5/2019,,565707,23,EUR
1497005,2/5/2019,,1010453,36,GBP
1497006,2/5/2019,,483702,27,EUR
1497007,2/5/2019,,1415255,59,USD
1497008,2/5/2019,,1149875,39,GBP
1497009,2/5/2019,,1913981,53,USD
1497010,2/5/2019,,2025504,61,USD
1497012,2/5/2019,,738874,29,EUR
1497013,2/5/2019,,1129712,37,GBP
1497014,2/5/2019,2/8/2019,1969433,0,USD
1497015,2/5/2019,2/12/2019,1018176,0,GBP
1497016,2/5/2019,,1190713,37,GBP
1497018,2/5/2019,,1672305,51,USD
1497019,2/5/2019,,528629,24,EUR
1497020,2/5/2019,2/12/2019,1340465,0,USD
1497021,2/5/2019,,940688,39,GBP
1497022,2/5/2019,,2086673,61,USD
1497023,2/5/2019,,1921349,49,USD
1497024,2/5/2019,,1772778,47,USD
1498000,2/6/2019,2/9/2019,993480,0,GBP
1498001,2/6/2019,,1889903,45,USD
1498003,2/6/2019,,411322,27,EUR
1498004,2/6/2019,2/10/2019,1736536,0,USD
1498005,2/6/2019,2/8/2019,1775819,0,USD
1498006,2/6/2019,,1440476,63,USD
1498007,2/6/2019,2/12/2019,1251181,0,USD
1498008,2/6/2019,,1497151,62,USD
1498009,2/6/2019,,1640519,55,USD
1498010,2/6/2019,,1401276,66,USD
1498011,2/6/2019,2/9/2019,1546647,0,USD
1498012,2/6/2019,,1037348,42,GBP
1498013,2/6/2019,,1239387,63,USD
1498014,2/6/2019,,879909,32,EUR
1498015,2/6/2019,,492040,27,EUR
1498016,2/6/2019,,884417,33,EUR
1498017,2/6/2019,,1489610,55,USD
1498019,2/6/2019,2/11/2019,1337241,0,USD
1498020,2/6/2019,,1477712,53,USD
1498021,2/6/2019,,420996,24,EUR
1498022,2/6/2019,,1599683,63,USD
1498023,2/6/2019,,264515,10,CAD
1498024,2/6/2019,2/9/2019,205333,0,CAD
1498025,2/6/2019,,1761079,59,USD
1498026,2/6/2019,,458731,27,EUR
1498027,2/6/2019,2/9/2019,1604428,0,USD
1498028,2/6/2019,,2032912,48,USD
1498030,2/6/2019,2/10/2019,445123,0,EUR
1498031,2/6/2019,2/12/2019,1163237,0,GBP
1498032,2/6/2019,,1700848,64,USD
1499000,2/7/2019,,1251211,49,USD
1499001,2/7/2019,,1300622,64,USD
1499002,2/7/2019,,2067371,62,USD
1499004,2/7/2019,2/9/2019,1691086,0,USD
1499005,2/7/2019,,1480971,64,USD
1499006,2/7/2019,,1217153,48,USD
1499007,2/7/2019,2/10/2019,1884026,0,USD
1499008,2/7/2019,2/12/2019,1860389,0,USD
1499009,2/7/2019,,1840260,62,USD
1499010,2/7/2019,,564676,24,EUR
1499011,2/7/2019,,2057721,65,USD
1499013,2/7/2019,,774483,29,EUR
1499014,2/7/2019,,715379,29,EUR
1499015,2/7/2019,,992981,40,GBP
1499017,2/7/2019,2/12/2019,1248961,0,USD
1499018,2/7/2019,,1588395,64,USD
1499019,2/7/2019,2/11/2019,1590257,0,USD
1499021,2/7/2019,,1170836,40,GBP
1499022,2/7/2019,2/11/2019,1058061,0,GBP
1499023,2/7/2019,,1637055,63,USD
1499024,2/7/2019,,2084056,51,USD
1499025,2/7/2019,,1616811,54,USD
1499026,2/7/2019,,2075340,64,USD
1499028,2/7/2019,,844760,34,EUR
1499029,2/7/2019,,293936,10,CAD
1499031,2/7/2019,,992788,42,GBP
1499032,2/7/2019,,913935,38,GBP
1499033,2/7/2019,,827041,31,EUR
1499034,2/7/2019,,1264100,48,USD
1499035,2/7/2019,,451162,19,EUR
1500000,2/8/2019,,1251392,61,USD
1500002,2/8/2019,,503562,22,EUR
1500003,2/8/2019,2/15/2019,1970732,0,USD
1500004,2/8/2019,,1884663,53,USD
1500005,2/8/2019,,2018685,63,USD
1500006,2/8/2019,,1816741,43,USD
1500007,2/8/2019,,399053,8,CAD
1500008,2/8/2019,2/16/2019,406124,0,EUR
1500009,2/8/2019,,1131576,38,GBP
1500010,2/8/2019,,1353710,47,USD
1500011,2/8/2019,2/12/2019,205333,0,CAD
1500012,2/8/2019,,1908923,55,USD
1500013,2/8/2019,,1908818,50,USD
1500014,2/8/2019,,744459,30,EUR
1500015,2/8/2019,,1645441,48,USD
1500016,2/8/2019,,1724786,61,USD
1500017,2/8/2019,2/14/2019,1410778,0,USD
1500018,2/8/2019,,2087433,65,USD
1500019,2/8/2019,,1925694,66,USD
1500020,2/8/2019,,1571781,47,USD
1500021,2/8/2019,2/14/2019,1649468,0,USD
1500022,2/8/2019,2/13/2019,1860488,0,USD
1500023,2/8/2019,,1633425,48,USD
1500024,2/8/2019,,1751015,47,USD
1501000,2/9/2019,,775239,30,EUR
1501001,2/9/2019,2/14/2019,777688,0,EUR
1501002,2/9/2019,,570530,27,EUR
1501003,2/9/2019,,317971,10,CAD
1501004,2/9/2019,,1861020,47,USD
1501005,2/9/2019,,1210809,51,USD
1501006,2/9/2019,,307703,10,CAD
1501007,2/9/2019,,1295740,55,USD
1501008,2/9/2019,,1677794,57,USD
1501010,2/9/2019,,1577659,61,USD
1501011,2/9/2019,,1969970,53,USD
1501012,2/9/2019,,1455437,44,USD
1501013,2/9/2019,,1240492,61,USD
1501014,2/9/2019,2/15/2019,1292219,0,USD
1501015,2/9/2019,,1465839,48,USD
1501016,2/9/2019,,548685,22,EUR
1501017,2/9/2019,,1137620,42,GBP
1501018,2/9/2019,,1007733,37,GBP
1501019,2/9/2019,2/12/2019,1965339,0,USD
1501020,2/9/2019,,692856,15,EUR
1501021,2/9/2019,,222617,10,CAD
1501023,2/9/2019,,646010,13,EUR
1501025,2/9/2019,,179144,6,AUD
1501026,2/9/2019,,1450086,43,USD
1501027,2/9/2019,,491106,22,EUR
1501028,2/9/2019,,40669,6,AUD
1501029,2/9/2019,,717000,29,EUR
1501030,2/9/2019,,1505443,55,USD
1501031,2/9/2019,,1702638,44,USD
1501034,2/9/2019,,295102,9,CAD
1501035,2/9/2019,,1822685,64,USD
1501036,2/9/2019,2/12/2019,946737,0,GBP
1501037,2/9/2019,,2035762,57,USD
1501039,2/9/2019,,1740873,47,USD
1501040,2/9/2019,2/12/2019,1885351,0,USD
1501041,2/9/2019,2/17/2019,1551319,0,USD
1501042,2/9/2019,2/13/2019,23599,0,AUD
1502000,2/10/2019,,705074,30,EUR
1502001,2/10/2019,,887549,34,EUR
1502002,2/10/2019,,407047,22,EUR
1502003,2/10/2019,,1959688,59,USD
1503000,2/11/2019,2/13/2019,643624,0,EUR
1503001,2/11/2019,,443720,23,EUR
1503002,2/11/2019,2/16/2019,1693028,0,USD
1503003,2/11/2019,,365565,8,CAD
1503005,2/11/2019,,649267,15,EUR
1503007,2/11/2019,,647154,14,EUR
1503008,2/11/2019,,774483,30,EUR
1503009,2/11/2019,,1415440,59,USD
1503010,2/11/2019,,1295834,47,USD
1503011,2/11/2019,,443881,24,EUR
1503012,2/11/2019,2/15/2019,1765910,0,USD
1503013,2/11/2019,2/18/2019,2055764,0,USD
1503014,2/11/2019,,1932072,54,USD
1503016,2/11/2019,,1247074,50,USD
1503017,2/11/2019,,1259925,55,USD
1503018,2/11/2019,,967098,40,GBP
1503019,2/11/2019,,1751091,57,USD
1503020,2/11/2019,,713424,30,EUR
1503021,2/11/2019,,1921651,62,USD
1503022,2/11/2019,,1397652,59,USD
1504000,2/12/2019,,1829393,48,USD
1504001,2/12/2019,,773587,29,EUR
1504002,2/12/2019,,1148932,42,GBP
1504003,2/12/2019,,983539,39,GBP
1504004,2/12/2019,,921171,37,GBP
1504005,2/12/2019,,1718031,48,USD
1504006,2/12/2019,,1567347,43,USD
1504007,2/12/2019,,1867082,59,USD
1504008,2/12/2019,,1720025,45,USD
1504009,2/12/2019,,215895,9,CAD
1504010,2/12/2019,,2091204,63,USD
1504011,2/12/2019,,1132370,42,GBP
1504012,2/12/2019,,744667,30,EUR
1504013,2/12/2019,,1489054,55,USD
1504014,2/12/2019,,1895744,65,USD
1504015,2/12/2019,,1723332,51,USD
1504016,2/12/2019,,1549671,44,USD
1504017,2/12/2019,,914878,40,GBP
1504019,2/12/2019,,1056363,38,GBP
1504020,2/12/2019,,1483469,50,USD
1504021,2/12/2019,2/15/2019,727060,0,EUR
1504022,2/12/2019,,570530,23,EUR
1504023,2/12/2019,,1365286,48,USD
1504024,2/12/2019,,2040948,54,USD
1504025,2/12/2019,,380256,8,CAD
1504027,2/12/2019,,991965,42,GBP
1504028,2/12/2019,2/15/2019,1378598,0,USD
1504029,2/12/2019,,633448,16,EUR
1504030,2/12/2019,,1670150,43,USD
1504031,2/12/2019,2/15/2019,265666,0,CAD
1504032,2/12/2019,2/14/2019,340339,0,CAD
1505000,2/13/2019,,1588825,59,USD
1505001,2/13/2019,,1706633,54,USD
1505002,2/13/2019,,1142741,38,GBP
1505003,2/13/2019,,446515,22,EUR
1505005,2/13/2019,,1307638,64,USD
1505006,2/13/2019,,1947939,64,USD
1505008,2/13/2019,2/18/2019,545755,0,EUR
1505009,2/13/2019,,1540569,45,USD
1505010,2/13/2019,,788414,29,EUR
1505011,2/13/2019,2/16/2019,1388801,0,USD
1505012,2/13/2019,,1674200,50,USD
1505013,2/13/2019,,1187717,37,GBP
1505014,2/13/2019,2/15/2019,540791,0,EUR
1505015,2/13/2019,,1893869,48,USD
1505017,2/13/2019,,1928016,59,USD
1505018,2/13/2019,,816916,34,EUR
1505019,2/13/2019,,1596027,51,USD
1505020,2/13/2019,,1034311,36,GBP
1505022,2/13/2019,2/20/2019,1745111,0,USD
1505023,2/13/2019,,1089414,42,GBP
1505025,2/13/2019,,975773,38,GBP
1505026,2/13/2019,,1514787,57,USD
1505027,2/13/2019,,1124706,40,GBP
1505028,2/13/2019,,850625,31,EUR
1505029,2/13/2019,,1167961,38,GBP
1505030,2/13/2019,,1322959,66,USD
1505031,2/13/2019,,1141652,40,GBP
1505032,2/13/2019,,1698828,47,USD
1505033,2/13/2019,,610088,12,EUR
1505034,2/13/2019,,1127638,42,GBP
1505035,2/13/2019,2/19/2019,884538,0,EUR
1505038,2/13/2019,2/18/2019,1431715,0,USD
1505039,2/13/2019,2/15/2019,1929334,0,USD
1505040,2/13/2019,,41281,5,AUD
1505041,2/13/2019,2/16/2019,1556134,0,USD
1505042,2/13/2019,2/20/2019,1130382,0,GBP
1505043,2/13/2019,,383279,8,CAD
1505044,2/13/2019,,1968385,51,USD
1505045,2/13/2019,,654485,18,EUR
1505046,2/13/2019,2/22/2019,559585,0,EUR
1505047,2/13/2019,2/17/2019,2013811,0,USD
1505049,2/13/2019,,1645326,61,USD
1506001,2/14/2019,,376053,10,CAD
1506003,2/14/2019,,999701,37,GBP
1506004,2/14/2019,,1579553,64,USD
1506005,2/14/2019,2/18/2019,524920,0,EUR
1506007,2/14/2019,2/17/2019,940066,0,GBP
1506008,2/14/2019,,1335615,65,USD
1506009,2/14/2019,,1097307,40,GBP
1506010,2/14/2019,,2090023,43,USD
1506012,2/14/2019,,1425577,53,USD
1506013,2/14/2019,2/18/2019,914790,0,GBP
1506014,2/14/2019,,559303,24,EUR
1506015,2/14/2019,,1527714,47,USD
1506016,2/14/2019,,1785644,61,USD
1506018,2/14/2019,,2050396,55,USD
1506019,2/14/2019,,1653624,45,USD
1506020,2/14/2019,,1929478,43,USD
